crop,month,soil_type,soil_drainage,maturity_in_days
cacao,June,loam,well-drained,1635
cacao,June,sandy loam,well-drained,1635
cacao,July,loam,well-drained,1635
cacao,July,sandy loam,well-drained,1635
cacao,August,loam,well-drained,1635
cacao,August,sandy loam,well-drained,1635
cacao,September,loam,well-drained,1635
cacao,September,sandy loam,well-drained,1635
cacao,October,loam,well-drained,1635
cacao,October,sandy loam,well-drained,1635
cacao,November,loam,well-drained,1636
cacao,November,sandy loam,well-drained,1636
cacao,December,loam,well-drained,1636
cacao,December,sandy loam,well-drained,1636
cacao,January,loam,well-drained,1636
cacao,January,sandy loam,well-drained,1636
cacao,February,loam,well-drained,1636
cacao,February,sandy loam,well-drained,1636
cacao,March,loam,well-drained,1636
cacao,March,sandy loam,well-drained,1636
cacao,April,loam,well-drained,1636
cacao,April,sandy loam,well-drained,1636
cacao,May,loam,well-drained,1636
cacao,May,sandy loam,well-drained,1636
cacao,June,loam,well-drained,1636
cacao,June,sandy loam,well-drained,1636
cacao,July,loam,well-drained,1636
cacao,July,sandy loam,well-drained,1636
cacao,August,loam,well-drained,1636
cacao,August,sandy loam,well-drained,1636
cacao,September,loam,well-drained,1636
cacao,September,sandy loam,well-drained,1636
cacao,October,loam,well-drained,1636
cacao,October,sandy loam,well-drained,1636
cacao,November,loam,well-drained,1637
cacao,November,sandy loam,well-drained,1637
cacao,December,loam,well-drained,1637
cacao,December,sandy loam,well-drained,1637
cacao,January,loam,well-drained,1637
cacao,January,sandy loam,well-drained,1637
cacao,February,loam,well-drained,1637
cacao,February,sandy loam,well-drained,1637
cacao,March,loam,well-drained,1637
cacao,March,sandy loam,well-drained,1637
cacao,April,loam,well-drained,1637
cacao,April,sandy loam,well-drained,1637
cacao,May,loam,well-drained,1637
cacao,May,sandy loam,well-drained,1637
cacao,June,loam,well-drained,1637
cacao,June,sandy loam,well-drained,1637
cacao,July,loam,well-drained,1637
cacao,July,sandy loam,well-drained,1637
cacao,August,loam,well-drained,1637
cacao,August,sandy loam,well-drained,1637
cacao,September,loam,well-drained,1637
cacao,September,sandy loam,well-drained,1637
cacao,October,loam,well-drained,1637
cacao,October,sandy loam,well-drained,1637
cacao,November,loam,well-drained,1638
cacao,November,sandy loam,well-drained,1638
cacao,December,loam,well-drained,1638
cacao,December,sandy loam,well-drained,1638
cacao,January,loam,well-drained,1638
cacao,January,sandy loam,well-drained,1638
cacao,February,loam,well-drained,1638
cacao,February,sandy loam,well-drained,1638
cacao,March,loam,well-drained,1638
cacao,March,sandy loam,well-drained,1638
cacao,April,loam,well-drained,1638
cacao,April,sandy loam,well-drained,1638
cacao,May,loam,well-drained,1638
cacao,May,sandy loam,well-drained,1638
cacao,June,loam,well-drained,1638
cacao,June,sandy loam,well-drained,1638
cacao,July,loam,well-drained,1638
cacao,July,sandy loam,well-drained,1638
cacao,August,loam,well-drained,1638
cacao,August,sandy loam,well-drained,1638
cacao,September,loam,well-drained,1638
cacao,September,sandy loam,well-drained,1638
cacao,October,loam,well-drained,1638
cacao,October,sandy loam,well-drained,1638
cacao,November,loam,well-drained,1639
cacao,November,sandy loam,well-drained,1639
cacao,December,loam,well-drained,1639
cacao,December,sandy loam,well-drained,1639
cacao,January,loam,well-drained,1639
cacao,January,sandy loam,well-drained,1639
cacao,February,loam,well-drained,1639
cacao,February,sandy loam,well-drained,1639
cacao,March,loam,well-drained,1639
cacao,March,sandy loam,well-drained,1639
cacao,April,loam,well-drained,1639
cacao,April,sandy loam,well-drained,1639
cacao,May,loam,well-drained,1639
cacao,May,sandy loam,well-drained,1639
cacao,June,loam,well-drained,1639
cacao,June,sandy loam,well-drained,1639
cacao,July,loam,well-drained,1639
cacao,July,sandy loam,well-drained,1639
cacao,August,loam,well-drained,1639
cacao,August,sandy loam,well-drained,1639
cacao,September,loam,well-drained,1639
cacao,September,sandy loam,well-drained,1639
cacao,October,loam,well-drained,1639
cacao,October,sandy loam,well-drained,1639
cacao,November,loam,well-drained,1640
cacao,November,sandy loam,well-drained,1640
cacao,December,loam,well-drained,1640
cacao,December,sandy loam,well-drained,1640
cacao,January,loam,well-drained,1640
cacao,January,sandy loam,well-drained,1640
cacao,February,loam,well-drained,1640
cacao,February,sandy loam,well-drained,1640
cacao,March,loam,well-drained,1640
cacao,March,sandy loam,well-drained,1640
cacao,April,loam,well-drained,1640
cacao,April,sandy loam,well-drained,1640
cacao,May,loam,well-drained,1640
cacao,May,sandy loam,well-drained,1640
cacao,June,loam,well-drained,1640
cacao,June,sandy loam,well-drained,1640
cacao,July,loam,well-drained,1640
cacao,July,sandy loam,well-drained,1640
cacao,August,loam,well-drained,1640
cacao,August,sandy loam,well-drained,1640
cacao,September,loam,well-drained,1640
cacao,September,sandy loam,well-drained,1640
cacao,October,loam,well-drained,1640
cacao,October,sandy loam,well-drained,1640
cacao,November,loam,well-drained,1641
cacao,November,sandy loam,well-drained,1641
cacao,December,loam,well-drained,1641
cacao,December,sandy loam,well-drained,1641
cacao,January,loam,well-drained,1641
cacao,January,sandy loam,well-drained,1641
cacao,February,loam,well-drained,1641
cacao,February,sandy loam,well-drained,1641
cacao,March,loam,well-drained,1641
cacao,March,sandy loam,well-drained,1641
cacao,April,loam,well-drained,1641
cacao,April,sandy loam,well-drained,1641
cacao,May,loam,well-drained,1641
cacao,May,sandy loam,well-drained,1641
cacao,June,loam,well-drained,1641
cacao,June,sandy loam,well-drained,1641
cacao,July,loam,well-drained,1641
cacao,July,sandy loam,well-drained,1641
cacao,August,loam,well-drained,1641
cacao,August,sandy loam,well-drained,1641
cacao,September,loam,well-drained,1641
cacao,September,sandy loam,well-drained,1641
cacao,October,loam,well-drained,1641
cacao,October,sandy loam,well-drained,1641
cacao,November,loam,well-drained,1642
cacao,November,sandy loam,well-drained,1642
cacao,December,loam,well-drained,1642
cacao,December,sandy loam,well-drained,1642
cacao,January,loam,well-drained,1642
cacao,January,sandy loam,well-drained,1642
cacao,February,loam,well-drained,1642
cacao,February,sandy loam,well-drained,1642
cacao,March,loam,well-drained,1642
cacao,March,sandy loam,well-drained,1642
cacao,April,loam,well-drained,1642
cacao,April,sandy loam,well-drained,1642
cacao,May,loam,well-drained,1642
cacao,May,sandy loam,well-drained,1642
cacao,June,loam,well-drained,1642
cacao,June,sandy loam,well-drained,1642
cacao,July,loam,well-drained,1642
cacao,July,sandy loam,well-drained,1642
cacao,August,loam,well-drained,1642
cacao,August,sandy loam,well-drained,1642
cacao,September,loam,well-drained,1642
cacao,September,sandy loam,well-drained,1642
cacao,October,loam,well-drained,1642
cacao,October,sandy loam,well-drained,1642
cacao,November,loam,well-drained,1643
cacao,November,sandy loam,well-drained,1643
cacao,December,loam,well-drained,1643
cacao,December,sandy loam,well-drained,1643
cacao,January,loam,well-drained,1643
cacao,January,sandy loam,well-drained,1643
cacao,February,loam,well-drained,1643
cacao,February,sandy loam,well-drained,1643
cacao,March,loam,well-drained,1643
cacao,March,sandy loam,well-drained,1643
cacao,April,loam,well-drained,1643
cacao,April,sandy loam,well-drained,1643
cacao,May,loam,well-drained,1643
cacao,May,sandy loam,well-drained,1643
cacao,June,loam,well-drained,1643
cacao,June,sandy loam,well-drained,1643
cacao,July,loam,well-drained,1643
cacao,July,sandy loam,well-drained,1643
cacao,August,loam,well-drained,1643
cacao,August,sandy loam,well-drained,1643
cacao,September,loam,well-drained,1643
cacao,September,sandy loam,well-drained,1643
cacao,October,loam,well-drained,1643
cacao,October,sandy loam,well-drained,1643
cacao,November,loam,well-drained,1644
cacao,November,sandy loam,well-drained,1644
cacao,December,loam,well-drained,1644
cacao,December,sandy loam,well-drained,1644
cacao,January,loam,well-drained,1644
cacao,January,sandy loam,well-drained,1644
cacao,February,loam,well-drained,1644
cacao,February,sandy loam,well-drained,1644
cacao,March,loam,well-drained,1644
cacao,March,sandy loam,well-drained,1644
cacao,April,loam,well-drained,1644
cacao,April,sandy loam,well-drained,1644
cacao,May,loam,well-drained,1644
cacao,May,sandy loam,well-drained,1644
cacao,June,loam,well-drained,1644
cacao,June,sandy loam,well-drained,1644
cacao,July,loam,well-drained,1644
cacao,July,sandy loam,well-drained,1644
cacao,August,loam,well-drained,1644
cacao,August,sandy loam,well-drained,1644
cacao,September,loam,well-drained,1644
cacao,September,sandy loam,well-drained,1644
cacao,October,loam,well-drained,1644
cacao,October,sandy loam,well-drained,1644
cacao,November,loam,well-drained,1645
cacao,November,sandy loam,well-drained,1645
cacao,December,loam,well-drained,1645
cacao,December,sandy loam,well-drained,1645
cacao,January,loam,well-drained,1645
cacao,January,sandy loam,well-drained,1645
cacao,February,loam,well-drained,1645
cacao,February,sandy loam,well-drained,1645
cacao,March,loam,well-drained,1645
cacao,March,sandy loam,well-drained,1645
cacao,April,loam,well-drained,1645
cacao,April,sandy loam,well-drained,1645
cacao,May,loam,well-drained,1645
cacao,May,sandy loam,well-drained,1645
cacao,June,loam,well-drained,1645
cacao,June,sandy loam,well-drained,1645
cacao,July,loam,well-drained,1645
cacao,July,sandy loam,well-drained,1645
cacao,August,loam,well-drained,1645
cacao,August,sandy loam,well-drained,1645
cacao,September,loam,well-drained,1645
cacao,September,sandy loam,well-drained,1645
cacao,October,loam,well-drained,1645
cacao,October,sandy loam,well-drained,1645
cacao,November,loam,well-drained,1646
cacao,November,sandy loam,well-drained,1646
cacao,December,loam,well-drained,1646
cacao,December,sandy loam,well-drained,1646
cacao,January,loam,well-drained,1646
cacao,January,sandy loam,well-drained,1646
cacao,February,loam,well-drained,1646
cacao,February,sandy loam,well-drained,1646
cacao,March,loam,well-drained,1646
cacao,March,sandy loam,well-drained,1646
cacao,April,loam,well-drained,1646
cacao,April,sandy loam,well-drained,1646
cacao,May,loam,well-drained,1646
cacao,May,sandy loam,well-drained,1646
cacao,June,loam,well-drained,1646
cacao,June,sandy loam,well-drained,1646
cacao,July,loam,well-drained,1646
cacao,July,sandy loam,well-drained,1646
cacao,August,loam,well-drained,1646
cacao,August,sandy loam,well-drained,1646
cacao,September,loam,well-drained,1646
cacao,September,sandy loam,well-drained,1646
cacao,October,loam,well-drained,1646
cacao,October,sandy loam,well-drained,1646
cacao,November,loam,well-drained,1647
cacao,November,sandy loam,well-drained,1647
cacao,December,loam,well-drained,1647
cacao,December,sandy loam,well-drained,1647
cacao,January,loam,well-drained,1647
cacao,January,sandy loam,well-drained,1647
cacao,February,loam,well-drained,1647
cacao,February,sandy loam,well-drained,1647
cacao,March,loam,well-drained,1647
cacao,March,sandy loam,well-drained,1647
cacao,April,loam,well-drained,1647
cacao,April,sandy loam,well-drained,1647
cacao,May,loam,well-drained,1647
cacao,May,sandy loam,well-drained,1647
cacao,June,loam,well-drained,1647
cacao,June,sandy loam,well-drained,1647
cacao,July,loam,well-drained,1647
cacao,July,sandy loam,well-drained,1647
cacao,August,loam,well-drained,1647
cacao,August,sandy loam,well-drained,1647
cacao,September,loam,well-drained,1647
cacao,September,sandy loam,well-drained,1647
cacao,October,loam,well-drained,1647
cacao,October,sandy loam,well-drained,1647
cacao,November,loam,well-drained,1648
cacao,November,sandy loam,well-drained,1648
cacao,December,loam,well-drained,1648
cacao,December,sandy loam,well-drained,1648
cacao,January,loam,well-drained,1648
cacao,January,sandy loam,well-drained,1648
cacao,February,loam,well-drained,1648
cacao,February,sandy loam,well-drained,1648
cacao,March,loam,well-drained,1648
cacao,March,sandy loam,well-drained,1648
cacao,April,loam,well-drained,1648
cacao,April,sandy loam,well-drained,1648
cacao,May,loam,well-drained,1648
cacao,May,sandy loam,well-drained,1648
cacao,June,loam,well-drained,1648
cacao,June,sandy loam,well-drained,1648
cacao,July,loam,well-drained,1648
cacao,July,sandy loam,well-drained,1648
cacao,August,loam,well-drained,1648
cacao,August,sandy loam,well-drained,1648
cacao,September,loam,well-drained,1648
cacao,September,sandy loam,well-drained,1648
cacao,October,loam,well-drained,1648
cacao,October,sandy loam,well-drained,1648
cacao,November,loam,well-drained,1649
cacao,November,sandy loam,well-drained,1649
cacao,December,loam,well-drained,1649
cacao,December,sandy loam,well-drained,1649
cacao,January,loam,well-drained,1649
cacao,January,sandy loam,well-drained,1649
cacao,February,loam,well-drained,1649
cacao,February,sandy loam,well-drained,1649
cacao,March,loam,well-drained,1649
cacao,March,sandy loam,well-drained,1649
cacao,April,loam,well-drained,1649
cacao,April,sandy loam,well-drained,1649
cacao,May,loam,well-drained,1649
cacao,May,sandy loam,well-drained,1649
cacao,June,loam,well-drained,1649
cacao,June,sandy loam,well-drained,1649
cacao,July,loam,well-drained,1649
cacao,July,sandy loam,well-drained,1649
cacao,August,loam,well-drained,1649
cacao,August,sandy loam,well-drained,1649
cacao,September,loam,well-drained,1649
cacao,September,sandy loam,well-drained,1649
cacao,October,loam,well-drained,1649
cacao,October,sandy loam,well-drained,1649
cacao,November,loam,well-drained,1650
cacao,November,sandy loam,well-drained,1650
cacao,December,loam,well-drained,1650
cacao,December,sandy loam,well-drained,1650
cacao,January,loam,well-drained,1650
cacao,January,sandy loam,well-drained,1650
cacao,February,loam,well-drained,1650
cacao,February,sandy loam,well-drained,1650
cacao,March,loam,well-drained,1650
cacao,March,sandy loam,well-drained,1650
cacao,April,loam,well-drained,1650
cacao,April,sandy loam,well-drained,1650
cacao,May,loam,well-drained,1650
cacao,May,sandy loam,well-drained,1650
cacao,June,loam,well-drained,1650
cacao,June,sandy loam,well-drained,1650
cacao,July,loam,well-drained,1650
cacao,July,sandy loam,well-drained,1650
cacao,August,loam,well-drained,1650
cacao,August,sandy loam,well-drained,1650
cacao,September,loam,well-drained,1650
cacao,September,sandy loam,well-drained,1650
cacao,October,loam,well-drained,1650
cacao,October,sandy loam,well-drained,1650
cacao,November,loam,well-drained,1651
cacao,November,sandy loam,well-drained,1651
cacao,December,loam,well-drained,1651
cacao,December,sandy loam,well-drained,1651
cacao,January,loam,well-drained,1651
cacao,January,sandy loam,well-drained,1651
cacao,February,loam,well-drained,1651
cacao,February,sandy loam,well-drained,1651
cacao,March,loam,well-drained,1651
cacao,March,sandy loam,well-drained,1651
cacao,April,loam,well-drained,1651
cacao,April,sandy loam,well-drained,1651
cacao,May,loam,well-drained,1651
cacao,May,sandy loam,well-drained,1651
cacao,June,loam,well-drained,1651
cacao,June,sandy loam,well-drained,1651
cacao,July,loam,well-drained,1651
cacao,July,sandy loam,well-drained,1651
cacao,August,loam,well-drained,1651
cacao,August,sandy loam,well-drained,1651
cacao,September,loam,well-drained,1651
cacao,September,sandy loam,well-drained,1651
cacao,October,loam,well-drained,1651
cacao,October,sandy loam,well-drained,1651
cacao,November,loam,well-drained,1652
cacao,November,sandy loam,well-drained,1652
cacao,December,loam,well-drained,1652
cacao,December,sandy loam,well-drained,1652
cacao,January,loam,well-drained,1652
cacao,January,sandy loam,well-drained,1652
cacao,February,loam,well-drained,1652
cacao,February,sandy loam,well-drained,1652
cacao,March,loam,well-drained,1652
cacao,March,sandy loam,well-drained,1652
cacao,April,loam,well-drained,1652
cacao,April,sandy loam,well-drained,1652
cacao,May,loam,well-drained,1652
cacao,May,sandy loam,well-drained,1652
cacao,June,loam,well-drained,1652
cacao,June,sandy loam,well-drained,1652
cacao,July,loam,well-drained,1652
cacao,July,sandy loam,well-drained,1652
cacao,August,loam,well-drained,1652
cacao,August,sandy loam,well-drained,1652
cacao,September,loam,well-drained,1652
cacao,September,sandy loam,well-drained,1652
cacao,October,loam,well-drained,1652
cacao,October,sandy loam,well-drained,1652
cacao,November,loam,well-drained,1653
cacao,November,sandy loam,well-drained,1653
cacao,December,loam,well-drained,1653
cacao,December,sandy loam,well-drained,1653
cacao,January,loam,well-drained,1653
cacao,January,sandy loam,well-drained,1653
cacao,February,loam,well-drained,1653
cacao,February,sandy loam,well-drained,1653
cacao,March,loam,well-drained,1653
cacao,March,sandy loam,well-drained,1653
cacao,April,loam,well-drained,1653
cacao,April,sandy loam,well-drained,1653
cacao,May,loam,well-drained,1653
cacao,May,sandy loam,well-drained,1653
cacao,June,loam,well-drained,1653
cacao,June,sandy loam,well-drained,1653
cacao,July,loam,well-drained,1653
cacao,July,sandy loam,well-drained,1653
cacao,August,loam,well-drained,1653
cacao,August,sandy loam,well-drained,1653
cacao,September,loam,well-drained,1653
cacao,September,sandy loam,well-drained,1653
cacao,October,loam,well-drained,1653
cacao,October,sandy loam,well-drained,1653
cacao,November,loam,well-drained,1654
cacao,November,sandy loam,well-drained,1654
cacao,December,loam,well-drained,1654
cacao,December,sandy loam,well-drained,1654
cacao,January,loam,well-drained,1654
cacao,January,sandy loam,well-drained,1654
cacao,February,loam,well-drained,1654
cacao,February,sandy loam,well-drained,1654
cacao,March,loam,well-drained,1654
cacao,March,sandy loam,well-drained,1654
cacao,April,loam,well-drained,1654
cacao,April,sandy loam,well-drained,1654
cacao,May,loam,well-drained,1654
cacao,May,sandy loam,well-drained,1654
cacao,June,loam,well-drained,1654
cacao,June,sandy loam,well-drained,1654
cacao,July,loam,well-drained,1654
cacao,July,sandy loam,well-drained,1654
cacao,August,loam,well-drained,1654
cacao,August,sandy loam,well-drained,1654
cacao,September,loam,well-drained,1654
cacao,September,sandy loam,well-drained,1654
cacao,October,loam,well-drained,1654
cacao,October,sandy loam,well-drained,1654
cacao,November,loam,well-drained,1655
cacao,November,sandy loam,well-drained,1655
cacao,December,loam,well-drained,1655
cacao,December,sandy loam,well-drained,1655
cacao,January,loam,well-drained,1655
cacao,January,sandy loam,well-drained,1655
cacao,February,loam,well-drained,1655
cacao,February,sandy loam,well-drained,1655
cacao,March,loam,well-drained,1655
cacao,March,sandy loam,well-drained,1655
cacao,April,loam,well-drained,1655
cacao,April,sandy loam,well-drained,1655
cacao,May,loam,well-drained,1655
cacao,May,sandy loam,well-drained,1655
cacao,June,loam,well-drained,1655
cacao,June,sandy loam,well-drained,1655
cacao,July,loam,well-drained,1655
cacao,July,sandy loam,well-drained,1655
cacao,August,loam,well-drained,1655
cacao,August,sandy loam,well-drained,1655
cacao,September,loam,well-drained,1655
cacao,September,sandy loam,well-drained,1655
cacao,October,loam,well-drained,1655
cacao,October,sandy loam,well-drained,1655
cacao,November,loam,well-drained,1656
cacao,November,sandy loam,well-drained,1656
cacao,December,loam,well-drained,1656
cacao,December,sandy loam,well-drained,1656
cacao,January,loam,well-drained,1656
cacao,January,sandy loam,well-drained,1656
cacao,February,loam,well-drained,1656
cacao,February,sandy loam,well-drained,1656
cacao,March,loam,well-drained,1656
cacao,March,sandy loam,well-drained,1656
cacao,April,loam,well-drained,1656
cacao,April,sandy loam,well-drained,1656
cacao,May,loam,well-drained,1656
cacao,May,sandy loam,well-drained,1656
cacao,June,loam,well-drained,1656
cacao,June,sandy loam,well-drained,1656
cacao,July,loam,well-drained,1656
cacao,July,sandy loam,well-drained,1656
cacao,August,loam,well-drained,1656
cacao,August,sandy loam,well-drained,1656
cacao,September,loam,well-drained,1656
cacao,September,sandy loam,well-drained,1656
cacao,October,loam,well-drained,1656
cacao,October,sandy loam,well-drained,1656
cacao,November,loam,well-drained,1657
cacao,November,sandy loam,well-drained,1657
cacao,December,loam,well-drained,1657
cacao,December,sandy loam,well-drained,1657
cacao,January,loam,well-drained,1657
cacao,January,sandy loam,well-drained,1657
cacao,February,loam,well-drained,1657
cacao,February,sandy loam,well-drained,1657
cacao,March,loam,well-drained,1657
cacao,March,sandy loam,well-drained,1657
cacao,April,loam,well-drained,1657
cacao,April,sandy loam,well-drained,1657
cacao,May,loam,well-drained,1657
cacao,May,sandy loam,well-drained,1657
cacao,June,loam,well-drained,1657
cacao,June,sandy loam,well-drained,1657
cacao,July,loam,well-drained,1657
cacao,July,sandy loam,well-drained,1657
cacao,August,loam,well-drained,1657
cacao,August,sandy loam,well-drained,1657
cacao,September,loam,well-drained,1657
cacao,September,sandy loam,well-drained,1657
cacao,October,loam,well-drained,1657
cacao,October,sandy loam,well-drained,1657
cacao,November,loam,well-drained,1658
cacao,November,sandy loam,well-drained,1658
cacao,December,loam,well-drained,1658
cacao,December,sandy loam,well-drained,1658
cacao,January,loam,well-drained,1658
cacao,January,sandy loam,well-drained,1658
cacao,February,loam,well-drained,1658
cacao,February,sandy loam,well-drained,1658
cacao,March,loam,well-drained,1658
cacao,March,sandy loam,well-drained,1658
cacao,April,loam,well-drained,1658
cacao,April,sandy loam,well-drained,1658
cacao,May,loam,well-drained,1658
cacao,May,sandy loam,well-drained,1658
cacao,June,loam,well-drained,1658
cacao,June,sandy loam,well-drained,1658
cacao,July,loam,well-drained,1658
cacao,July,sandy loam,well-drained,1658
cacao,August,loam,well-drained,1658
cacao,August,sandy loam,well-drained,1658
cacao,September,loam,well-drained,1658
cacao,September,sandy loam,well-drained,1658
cacao,October,loam,well-drained,1658
cacao,October,sandy loam,well-drained,1658
cacao,November,loam,well-drained,1659
cacao,November,sandy loam,well-drained,1659
cacao,December,loam,well-drained,1659
cacao,December,sandy loam,well-drained,1659
cacao,January,loam,well-drained,1659
cacao,January,sandy loam,well-drained,1659
cacao,February,loam,well-drained,1659
cacao,February,sandy loam,well-drained,1659
cacao,March,loam,well-drained,1659
cacao,March,sandy loam,well-drained,1659
cacao,April,loam,well-drained,1659
cacao,April,sandy loam,well-drained,1659
cacao,May,loam,well-drained,1659
cacao,May,sandy loam,well-drained,1659
cacao,June,loam,well-drained,1659
cacao,June,sandy loam,well-drained,1659
cacao,July,loam,well-drained,1659
cacao,July,sandy loam,well-drained,1659
cacao,August,loam,well-drained,1659
cacao,August,sandy loam,well-drained,1659
cacao,September,loam,well-drained,1659
cacao,September,sandy loam,well-drained,1659
cacao,October,loam,well-drained,1659
cacao,October,sandy loam,well-drained,1659
cacao,November,loam,well-drained,1660
cacao,November,sandy loam,well-drained,1660
cacao,December,loam,well-drained,1660
cacao,December,sandy loam,well-drained,1660
cacao,January,loam,well-drained,1660
cacao,January,sandy loam,well-drained,1660
cacao,February,loam,well-drained,1660
cacao,February,sandy loam,well-drained,1660
cacao,March,loam,well-drained,1660
cacao,March,sandy loam,well-drained,1660
cacao,April,loam,well-drained,1660
cacao,April,sandy loam,well-drained,1660
cacao,May,loam,well-drained,1660
cacao,May,sandy loam,well-drained,1660
cacao,June,loam,well-drained,1660
cacao,June,sandy loam,well-drained,1660
cacao,July,loam,well-drained,1660
cacao,July,sandy loam,well-drained,1660
cacao,August,loam,well-drained,1660
cacao,August,sandy loam,well-drained,1660
cacao,September,loam,well-drained,1660
cacao,September,sandy loam,well-drained,1660
cacao,October,loam,well-drained,1660
cacao,October,sandy loam,well-drained,1660
cacao,November,loam,well-drained,1661
cacao,November,sandy loam,well-drained,1661
cacao,December,loam,well-drained,1661
cacao,December,sandy loam,well-drained,1661
cacao,January,loam,well-drained,1661
cacao,January,sandy loam,well-drained,1661
cacao,February,loam,well-drained,1661
cacao,February,sandy loam,well-drained,1661
cacao,March,loam,well-drained,1661
cacao,March,sandy loam,well-drained,1661
cacao,April,loam,well-drained,1661
cacao,April,sandy loam,well-drained,1661
cacao,May,loam,well-drained,1661
cacao,May,sandy loam,well-drained,1661
cacao,June,loam,well-drained,1661
cacao,June,sandy loam,well-drained,1661
cacao,July,loam,well-drained,1661
cacao,July,sandy loam,well-drained,1661
cacao,August,loam,well-drained,1661
cacao,August,sandy loam,well-drained,1661
cacao,September,loam,well-drained,1661
cacao,September,sandy loam,well-drained,1661
cacao,October,loam,well-drained,1661
cacao,October,sandy loam,well-drained,1661
cacao,November,loam,well-drained,1662
cacao,November,sandy loam,well-drained,1662
cacao,December,loam,well-drained,1662
cacao,December,sandy loam,well-drained,1662
cacao,January,loam,well-drained,1662
cacao,January,sandy loam,well-drained,1662
cacao,February,loam,well-drained,1662
cacao,February,sandy loam,well-drained,1662
cacao,March,loam,well-drained,1662
cacao,March,sandy loam,well-drained,1662
cacao,April,loam,well-drained,1662
cacao,April,sandy loam,well-drained,1662
cacao,May,loam,well-drained,1662
cacao,May,sandy loam,well-drained,1662
cacao,June,loam,well-drained,1662
cacao,June,sandy loam,well-drained,1662
cacao,July,loam,well-drained,1662
cacao,July,sandy loam,well-drained,1662
cacao,August,loam,well-drained,1662
cacao,August,sandy loam,well-drained,1662
cacao,September,loam,well-drained,1662
cacao,September,sandy loam,well-drained,1662
cacao,October,loam,well-drained,1662
cacao,October,sandy loam,well-drained,1662
cacao,November,loam,well-drained,1663
cacao,November,sandy loam,well-drained,1663
cacao,December,loam,well-drained,1663
cacao,December,sandy loam,well-drained,1663
cacao,January,loam,well-drained,1663
cacao,January,sandy loam,well-drained,1663
cacao,February,loam,well-drained,1663
cacao,February,sandy loam,well-drained,1663
cacao,March,loam,well-drained,1663
cacao,March,sandy loam,well-drained,1663
cacao,April,loam,well-drained,1663
cacao,April,sandy loam,well-drained,1663
cacao,May,loam,well-drained,1663
cacao,May,sandy loam,well-drained,1663
cacao,June,loam,well-drained,1663
cacao,June,sandy loam,well-drained,1663
cacao,July,loam,well-drained,1663
cacao,July,sandy loam,well-drained,1663
cacao,August,loam,well-drained,1663
cacao,August,sandy loam,well-drained,1663
cacao,September,loam,well-drained,1663
cacao,September,sandy loam,well-drained,1663
cacao,October,loam,well-drained,1663
cacao,October,sandy loam,well-drained,1663
cacao,November,loam,well-drained,1664
cacao,November,sandy loam,well-drained,1664
cacao,December,loam,well-drained,1664
cacao,December,sandy loam,well-drained,1664
cacao,January,loam,well-drained,1664
cacao,January,sandy loam,well-drained,1664
cacao,February,loam,well-drained,1664
cacao,February,sandy loam,well-drained,1664
cacao,March,loam,well-drained,1664
cacao,March,sandy loam,well-drained,1664
cacao,April,loam,well-drained,1664
cacao,April,sandy loam,well-drained,1664
cacao,May,loam,well-drained,1664
cacao,May,sandy loam,well-drained,1664
cacao,June,loam,well-drained,1664
cacao,June,sandy loam,well-drained,1664
cacao,July,loam,well-drained,1664
cacao,July,sandy loam,well-drained,1664
cacao,August,loam,well-drained,1664
cacao,August,sandy loam,well-drained,1664
cacao,September,loam,well-drained,1664
cacao,September,sandy loam,well-drained,1664
cacao,October,loam,well-drained,1664
cacao,October,sandy loam,well-drained,1664
cacao,November,loam,well-drained,1665
cacao,November,sandy loam,well-drained,1665
cacao,December,loam,well-drained,1665
cacao,December,sandy loam,well-drained,1665
cacao,January,loam,well-drained,1665
cacao,January,sandy loam,well-drained,1665
cacao,February,loam,well-drained,1665
cacao,February,sandy loam,well-drained,1665
cacao,March,loam,well-drained,1665
cacao,March,sandy loam,well-drained,1665
cacao,April,loam,well-drained,1665
cacao,April,sandy loam,well-drained,1665
cacao,May,loam,well-drained,1665
cacao,May,sandy loam,well-drained,1665
cacao,June,loam,well-drained,1665
cacao,June,sandy loam,well-drained,1665
cacao,July,loam,well-drained,1665
cacao,July,sandy loam,well-drained,1665
cacao,August,loam,well-drained,1665
cacao,August,sandy loam,well-drained,1665
cacao,September,loam,well-drained,1665
cacao,September,sandy loam,well-drained,1665
cacao,October,loam,well-drained,1665
cacao,October,sandy loam,well-drained,1665
cacao,November,loam,well-drained,1666
cacao,November,sandy loam,well-drained,1666
cacao,December,loam,well-drained,1666
cacao,December,sandy loam,well-drained,1666
cacao,January,loam,well-drained,1666
cacao,January,sandy loam,well-drained,1666
cacao,February,loam,well-drained,1666
cacao,February,sandy loam,well-drained,1666
cacao,March,loam,well-drained,1666
cacao,March,sandy loam,well-drained,1666
cacao,April,loam,well-drained,1666
cacao,April,sandy loam,well-drained,1666
cacao,May,loam,well-drained,1666
cacao,May,sandy loam,well-drained,1666
cacao,June,loam,well-drained,1666
cacao,June,sandy loam,well-drained,1666
cacao,July,loam,well-drained,1666
cacao,July,sandy loam,well-drained,1666
cacao,August,loam,well-drained,1666
cacao,August,sandy loam,well-drained,1666
cacao,September,loam,well-drained,1666
cacao,September,sandy loam,well-drained,1666
cacao,October,loam,well-drained,1666
cacao,October,sandy loam,well-drained,1666
cacao,November,loam,well-drained,1667
